,Name,Length,Like,View
17486,Best Tech Deals for Amazon Prime Day & Samsung CEO Leaks Galaxy Note 9 - YouTube Tech Guy,4140,112,2752
17487,10 Black Friday Tech Deals — Black Friday Shopping List,617,440,23838
17488,Best PC Gaming Cyber Monday Tech Deals - 2018,243,10,148
17489,The BEST Tech Deals for Amazon Prime Day! (YA BLEW IT THEY'RE GONE LOL),572,1096,37065
17490,5 Best Cool Amazon TECH DEALS,619,63,14161
17491,Amazon Cyber Monday tech deals,361,20,446
17492,MSI Afterburner - How to setup On-Screen Display,420,6016,418349
17493,Welcome to Tech Deals Gaming,172,570,23736
17494,"CRAZY TECH DEALS - for AUSSIES, US, UK AND INTERNATIONAL!",307,1381,43486
17495,Amazingly Cheap Deals In Shopclues To Grab Fast l Cheapest Online Shopping l,716,178,6613
17496,Best tech deals all in one place! (Deal Hunter),173,820,19635
17497,BEST Website to find Tech Deals,97,2,106
17498,Cyber Monday 2017 | What Are The Best Cyber Monday Deals? Tech Deals |Walmart Target Best Buy Amazon,915,181,37502
17499,Ask Tech Deals #15 - Q&A - Pentium G vs Ryzen APU / TR2 / Upgrade i5-6600K?,589,458,5410
17500,Gigabyte AX370 Gaming K7 - Fully Loaded - A Deal in 2018,871,1043,18622
17501,10 Amazing Backpacks You Need To See - Cool Tech Deals,1404,433,52607
17502,Time to Build a PC in AUS? 20% OFF TECH DEALS for Aussies Until May 8th,309,644,15555
17503,CES 2019 - AMD Update - Ray Tracing - 16 Cores - Navi,365,1298,18142
17504,ASRock Z390 Taichi - Best Motherboard for i9-9900K ???,756,943,26267
17505,Top 5 AMAZING Tech Deals!,354,220,14367
17506,Lazada Tech Deals - Week 83 (08/04/2018),316,11,315
17507,RTX 2060 Giveaway — Founders Edition — 4 Cards / 4 Winners,327,2508,26176
17508,Top 5 Holiday Tech! - Best Christmas Tech Deals January 2018,257,30,419
17509,My Best Deal of 2019 ⚡ How I Got Best Laptop For Cheap!!,249,2792,82047
17510,"TOP 10 BLACK FRIDAY STEALS AND DEALS FOR SNEAKERS, CLOTHING, AND TECH 2017",619,1528,38340
17511,Best Tech Deals On Amazon Prime Day In India !!,366,44,2505
17512,Ask Tech Deals #10 - Q&A - CPU Choices / THX Speakers / What GPU?,485,546,7048
17513,BEST CAR TECH UNDER $20 (February 2017 Deals),337,1148,89529
17514,TOP 10 BLACK FRIDAY 2018 Gaming & Tech Deals - BEST BlackFriday Sales 2018,916,35,3663
17515,CPU vs GPU Bottlenecks - A Closer Look,528,2244,56046
17516,TDN #2 - Tech Deals News - HomePod - Ryzen 9 - Tesla Model 3 - Encryption Ban,3261,500,7850
17517,Black Friday Shopping Haul for Tech Deals on Amazon,140,114,7663
17518,Top 5 Canadian Black Friday and Cyber Monday Tech Deals,399,12,223
17519,Best CYBER MONDAY Tech Deals! IPHONE 7 FOR $1!,395,26,381
17520,US & Aussie TECH DEALS - (End of June) + 1st of July Changes to GST,331,776,32862
17521,CES 2019 - AMD Mobile Lineup - 3000 Series - 9 CPUs - Our First Take,4038,744,26119
17522,Tech Guy Returns! Black Friday Tech Deals 2 Day Live Update Starts Tomorrow,187,70,1309
17523,Lazada 7th Birthday Tech Deals!,403,7,279
17524,"RX 580, Z370 Mobos, PSVR & More - Daily Tech Deals",1016,158,4297
17525,හොඳම Tech Gadgets - 2017 December Deals,496,597,13122
17526,Top 5 Best Tech Deals Under $5 2017,175,107,10884
17527,Top Tech Black Friday Deals Under $50 2018 | Walmart Target Black Friday Deals,303,11,1012
17528,AMD RX 500 Series Discussion w/Wendell & Tech Deals - TGW #94,6745,660,10848
17529,BEST TECH DEALS on Amazon Great Indian Sale and Flipkart Republic Day Sale,345,54,1168
17530,BLACK FRIDAY DEALS! | Top Tech Picks on Amazon & Gearbest,843,36,675
17531,[Hindi- हिन्दी] Top 5 Tech deals Under ₹ 100,243,1739,48847
17532,Best Back to School Tech Deals,463,86,1861
17533,CYBER MONDAY in South Africa ONLINE Tech Deals 2017,470,3,98
17534,Last Minute Holiday Tech Deals! (4K),604,3000,110548
17535,"GTX 1080, 1440P 165Hz Monitor, 16GB RAM & More - Daily Tech Deals",814,581,16194
17536,Ask Tech Deals #16 - Q&A - i7-5820K Upgrade? / SLI or Upgrade GPU? / Ryzen 5 2400G GPU Choice?,505,520,5473
17537,Tech Deals - Budget Router,165,3,16
17538,Lazada Tech Deals - Week 90 (12/23/2018),320,13,362
17539,"Logitech G502, Monster Hunter: World, & More - Daily Tech Deals",776,143,3710
17540,Earn Rs.100/- Paytm Cash In Only 1 Minute !! Tech Hindi Deals,525,674,14009
17541,How Virginia Tech deals with hazing,122,1,744
17542,Ask Tech Deals #8 - Q&A - Answering Your Questions,1838,948,12963
17543,Can your chair do THIS? - Anda Seat Gaming Chair Review,456,539,11691
17544,Top Budget Tech Deals at Lazada | Up to 80% off Special Link Below,137,22,3989
17545,Lazada 12.12 Sale Tech Deals 3! (12/12/2018),239,9,515
17546,Sept 2018 Unboxing - To Boldly Go... - Tech Deals,3449,697,10446
17547,Ultimate ESports & High FPS Gaming PC? - i3-8350K Benchmarks,2116,972,18229
17548,Top 5 Best Camera Under ₹30K  : BEST TECH DEALS EPISODE 02 | Guru Basavaraj,323,118,14895
17549,Top 5 Best Tech Deals Under $40 - October 2016!,423,1319,51316
17550,One Minute Tech Deals #1 - MBest 27in 1440p 165hz ($259),61,1,8
17551,Black Friday and Cyber Monday Tech Haul — 12 Deals,873,253,7700
17552,"Defense, reactors & high-tech deals: Russia loves India",167,405,46367
17553,Lazada Tech Deals for the Week 53 - 12/29/2017,237,20,537
17554,Honour Diwali Sale @1 | Flash Deals Malayalam | Shopping Malayalam|Tech 2018,125,35,1030
17555,The Best Tech & Gaming Black Friday Deals 2017,511,427,10786
17556,Tips When Buying at Lazada + Lazada Tech Deals for the Week 38! 07/07/2017,319,15,1152
17557,I-tech deals Surprise box Oct. 2016,296,17,3456
17558,Best Back to School Tech Deals! (2017 Budget Tech),281,346,19374
17559,India makes High tech deals/agreements with US.. Worried Pak media compares with Pakistan...,530,136,66056
17560,Top Tech Deals #2 (Computer Accessories),293,2,48
17561,Best Tech Deals Under $2 (Rs.350) ebay - Explained in Sinhala,415,29,1547
17562,Top Deals on smartphones: Flipkart Republic Day Sale | India Today Tech,352,269,26592
17563,Vetting Deals as a Tech Professional,3505,220,9339
17564,Lazada Tech Deals for the Week 71 - 05/13/2018,260,14,346
17565,"New deals on tech gifts, home products and toys",145,37,2068
17566,Lazada Online Revolution Tech Deals # 2!,183,18,483
17567,Tech Gifts for the home & developers + BlackFriday Deals,864,92,1843
17568,JUMIA black friday tech deals unboxing,520,12,73
17569,Lazada Tech Deals for the Week 27! PC EDITION 04/21/2017,137,19,1253
17570,"Best BLACK FRIDAY Music Tech (Synthesizer, Plugins..) Deals 2018 | SYNTH ANATOMY",959,40,1321
17571,The Best Black Friday Tech Deals Giveaway!,311,3,107
17572,Target Tech Clearance | Amazing Tech Deals!,95,7,384
17573,Black Friday South African Tech Deals,86,6,819
17574,"BEST AMAZON TECH DEALS #2 - SPEAKERS, HEADPHONES, MICRO SD CARDS, AND MORE!",102,6,706
17575,5 Amazing Gadgets On Amazon - Cool Tech Deals,475,2,213
17576,EU deals major blow to big tech,208,71,2557
17577,"Deals, Deals, Deals ... und der TECH.täglich ist auf einmal wieder da – TECH.täglich",1024,277,4202
17578,Best Laptops for Students.. and anyone on a budget,452,45838,2423478
17579,Lazada Tech Deals for the Week 72 - 05/20/2018,255,17,393
17580,Ask Tech Deals #4 - Q&A - Answering Your Questions,2185,821,12747
17581,Best GPU and CPU Deals April 2019,1747,295,7258
17582,Cheap Tablet Hybrid - Great Tech Deals #3,149,215,30809
17583,Best Laptop and Tech Christmas Deals - Don't Miss Out ! USA ONLY,791,98,2150
17584,How to Deal: Tech Addiction,326,21,3339
17585,Tech Channel Tips & Getting Brand Deals,561,265,3626
17586,How to Deal: Tech Addiction,326,21,3339
17587,Tech Channel Tips & Getting Brand Deals,561,265,3626
17588,Great IPTV Deal! King of Streams Review....,584,194,4909
17589,Lazada Tech Deals - Week 88 (09/30/2018),277,8,333
17590,$30 Laptop Backpack Tech Organizer Review ► The Deal Guy,224,278,8477
17591,Itech deals 19.99 mystery box of tech november 2017,518,23,2909
17592,AMD Gearing Up For HUGE LAUNCH,689,3120,87990
17593,Best Laptop Backpack 2018 + Back To School Tech Items & Deals Under $50,206,99,7364
17594,Car Tech 101: Pothole tech that deals with lousy real world roads,130,387,14407
17595,The Best Tech Deals For YouTubers!   July 2018 Edition,231,0,0
17596,"Lazada Tech Deals for the Week 30! TECH UNDER PHP1,000 05/11/2017",154,17,1183
17597,"The Tech Show 2018 - Deals, deals, and more deals!",330,3,3647
17598,What Amazon's Canceled HQ2 Deal Means for New York's Tech Scene,324,88,12316
17599,SP Tulsion advised on HCL Tech deals and REC & PFC merger on 07 Dec 18,299,0,152
17600,SFV: How Mika Deals with Urien; Key Tech and Tips (For all versions),234,25,720
17601,"Best PC Gaming Tower Cases - Top Tech Amazon Deals (March 13, 2017)",492,76,10153
17602,John Deere Used Precision Tech Sells at Steffes Auction | Steel Deals | Successful Farming,400,4,269
17603,The BEST Tech DEALS Of 2018!,134,1,10
17604,Talking with Tech #6 - Intel 9th Gen - End of HyperThreading? - i9-9900K - Threadripper 2,2854,581,8336
17605,Facebook's big tech data deals under criminal investigation - TomoNews,93,59,2548
17606,Flipkart's Big Billion Days Sale Event - Top Smartphone Deals - Telugu Tech Guru,199,8,1961
17607,Prime Day Deals | Best Tech Under $25 — Top Tech,396,702,28981
17608,Welcome to Ondawire -home of tech and deals,43,106,11233
17609,"Even if there's trade deal, tech war continues: CIO",152,14,1615
17610,CES 2019 - NVidia Live Stream - Watch with Tech & Rogue,7495,789,32712
17611,Honor Gala Festival Quality Products at Price Breaking deals - Honor 9n vs Realme 3,339,863,19708
17612,Cool Tech Under $50 - March!,427,22509,552741
17613,"#Q3WithBQ: Deals, Transition Costs Hurt Zensar Tech’s Margin",608,0,83
17614,Best Budget 4K Gaming Monitors below $400 - Top Tech Amazon Deals,369,32,3101
17615,"Tech Talks #787 - Realme 3 Pro Launch Surprise, YTFF Delhi, OnePlus 7 Pro 5G, Redmi Y3 32MP",636,24999,324548
17616,Car Boot Sale Pickups / Deals - Tech & Computer Bits - Episode 1 Part 3 (4th - 7th April 2015),1285,6,1135
17617,"Dope Lian Li Case, Curved Monitors & More - Daily Tech Deals",803,68,1543
17618,Things to Know Before Getting into IT - Information Technology,1130,3420,205478
17619,The ONE Skill You NEED in IT - Information Technology,834,1014,20988
17620,Information Technology (IT): What Is?,376,1106,143454
17621,Day to Day Work Life in Information Technology - What do I do?,323,1121,106415
17622,Introduction to Information Technology by CA Harish Krishnan,2602,2030,174742
17623,Types of IT Jobs - Information Technology Jobs,583,2012,183974
17624,IT Training for Beginners,3172,3892,243847
17625,Top 6 Reasons You Should Work in I.T. - Information Technology,449,547,29459
17626,Information Technology Careers Preview,383,630,162212
17627,Computer Science vs Information Technology. What is the Difference?,302,27,1195
17628,Information Technology Basic Concepts,1463,1189,163022
17629,Where Do You Start in I.T.?  Discover Your Roadmap to Information Technology,642,797,23428
17630,Basic Skills for Computer Jobs - What you should know about IT Basics,666,10710,575101
17631,How to Teach Yourself I.T. - Self Taught Information Technology,529,1917,79450
17632,Is Information Systems a Good Major?,841,2865,321423
17633,IT (Information Technology) Career Path Guideline,543,957,232643
17634,Difference btw Computer Science and Information Technology | CS VS IT,374,4463,286676
17635,Best Skill to Succeed in an I.T. Career - Information Technology,356,106,2166
17636,Information Technology Career Pathways,439,195,52068
17637,"Road To Becoming a 25 Bravo, Information Technology Specialist",166,389,34948
17638,How to Get Into I.T. in 2019 - Information Technology Career Advice #informationtechnology,477,229,3094
17639,what is information technology | Benefits of Information Technology | Terminology || SimplyInfo.net,93,305,39634
17640,Why Study Information Technology?,390,246,26214
17641,Information Technology Interview Tips - The Interview,817,2211,161555
17642,what is information and communication technology | what is ict | information technology management,12778,1028,83637
17643,Introduction to Information Technology,1838,1123,259189
17644,Master of Information Technology - Macquarie University,159,30,7273
17645,Information Technology | Job Hunter | MPB,1610,176,37322
17646,I.T - Information Technology - Information Technology Jobs - Uses Of Information Technology,278,75,6918
17647,An Overview of Business Analysis for Information Technology,176,163,37680
17648,Healthcare information Technology,988,4,996
17649,Information Technology Program at SUNY Canton,195,6,1534
17650,Types of IT Jobs - Information Technology Jobs | in Tamil,591,159,5861
17651,Planning for 2019 - Information Technology Goals - CCNA | AWS | MCSA,1190,741,19193
17652,Information Technology in Education,197,505,156724
17653,IT (Information Technology) Career Path بداية طريقك للعمل فى مجال تكنولوجيا المعلومات,3860,819,46038
17654,Your Future in Information Technology - Matt Butler - Monash University,1793,1,350
17655,Publix Jobs: What’s It Like to Work in Publix Information Technology?,98,39,7583
17656,ICS Computer part 1- Ch 1- Information Technology - ICS/FSC Part 1,789,2197,163812
17657,Seminar Topics on Computer Science and Information Technology,482,67,7893
17658,Future Technology | Our Digital World 2020,359,2597,452039
17659,Why Helpdesk is a Great First Job in I.T. - Information Technology Careers,377,435,16223
17660,Majors in Focus - Health Information Technology,902,9,587
17661,A Minute With ... Health Information Technology,92,1,417
17662,Information Technology as a Career Option for Chartered Accountants | Role of CAs in IT,1365,25,1080
17663,25B Information Technology Specialist,109,93,21199
17664,CA IPCC - Information Technology & Strategic Management by Harish Krishnan,879,59,3437
17665,IT Interview questions and answers : Information Technology Interview : Software Engineer,997,258,27590
17666,"CAREERS IN IT– Information Technology,MNC ,Software,Jobs,Institutions,Salary Package",286,2233,224882
17667,Information Technology Management,132,10,5474
17668,Major Minute: Information Technology,94,36,2930
17669,School of Information Technology,103,15,2769
17670,Info Tech Home  : Eritrean latest Information Technology Update 14/04/2019,467,23,344
17671,Difference Between Software Engineering and Information Technology,236,49,3269
17672,City University of Science and Information Technology (CUSIT),199,20,1888
17673,The Computer Information Technology Program at Pellissippi State,55,1,1529
17674,Fundamental of IT - Complete Crash Course by Google,13757,1105,33853
17675,A billion-year-old information technology: Adam Marblestone at TEDxBeaconStreet,752,48,5383
17676,Top 10 Jobs in Information Technology in Tamil,397,67,1167
17677,Information Technology Security For Small Business,559,31,14899
17678,From Information Technology (IT) To Business Technology (BT),575,91,38308
17679,MBA in Information technology (IT) full details in Hindi | Highest Paying MBA Specialization |,499,204,3189
17680,"Business Information Technology: Lecture 1, Part 1",2035,38,5063
17681,Bachelor's in Information Technology,129,1,299
17682,10 Easy Steps of Project Management: Information Technology and Business Systems Analyst Job Prep,628,45,8729
17683,Explore Information Technology Program at South Texas College!,151,11,3922
17684,Advance Your IT Career with SNHU’s Online Information Technology Degree,128,13,4504
17685,Information Technology Industry,601,547,151031
17686,Robots and artificial intelligence are highlights of the China Information Technology Expo,67,17,1144
17687,5 BEST NEW TECHNOLOGY THINGS COMING IN 2019,708,7138,1304654
17688,Information technology audit,794,46,14200
17689,Information Technology Solutions at Humber,112,13,2653
17690,Application Controls Information Technology - Internal Control | Auditing and Attestation | CPA Exam,921,87,7593
17691,Kerala PSC | University Assistant | Degree Level | Information Technology | Bobby Raj,1110,267,10468
17692,Business Information Technology - Undergraduate,185,39,6071
17693,Library Department uses of Information Technology,353,7,2493
17694,Information Technology Expected questions for University Assistant Exam,740,21,404
17695,Valencia College - Information Technology,151,6,1730
17696,Health Information Technology,319,97,41604
17697,"Engineering and Information Technology Showcase, 2014",283,18,3464
17698,Health Information Technology: Salaries & Job Opportunities [Career Overview],95,50,24333
17699,CA IPCC - Information Technology Quick Revision Part 2 by CA Harish Krishnan,3226,558,35191
17700,Jobs and Salaries in Health Information Technology,167,12,2710
17701,Fundamental Of Computer || Comm. and Information Technology || कम्युनिकेशन और इनफार्मेशन टेक्नोलॉजी,3329,96,6592
17702,Top 2017 Certifications To Jump Start Your Career In Information Technology,452,377,24833
17703,Health Information Technology,388,5,287
17704,Getting Started in Information Technology | Do you need a College Degree?,1105,248,2890
17705,What Kind of Computer Should You Buy Getting into Information Technology?,576,163,6322
17706,BSc Business Information Technology,270,8,2350
17707,Q&A -- How to get an entry level job in IT (Information Technology Questions),401,419,28498
17708,Top 5 On the Job Tips for Entry Level Information Technology Jobs,108,69,1680
17709,"Media, Information, Technology Literacy",156,17,3366
17710,Indian Institute of Information Technology Kottayam - An Overview,298,66,988
17711,Changing Information Technology - How it Changes the Organization,144,17,7448
17712,Ali Arya on Information Technology Grad Programs,122,3,600
17713,5 Reasons you should not become NETWORK ENGINEER | Information Technology,678,228,5431
17714,Let Me Help You Get a Job in Information Technology!  Pay it Forward,457,300,4790
17715,CA IPCC Information Technology  Core Banking By CA Swapnil patni,1122,419,33231
17716,"Information Technology (IT) Act, 2000  - MPPSC Mains Paper 2",702,1138,46069
17717,"PGC Lecture: Computer System, Information Technology and Digital Convergence",958,21,2084
17718,Smart Medical Information Technology for Healthcare (SMITH),233,4,595
17719,Cyber Crimes Information Technology - Question Answer GKPSC Kerala  PSC Coaching Class Malayalam#47,736,627,21835
17720,FLVS Digital Information Technology Course Tour,104,15,6806
17721,Last Day Revision Before Exam of Information Technology [For May 2017]- By CA CS Swapnil Patni,5609,1750,147669
17722,Study IT (Information Technology) - Helsinki Metropolia UAS,167,17,4459
17723,CA IPCC - Information Technology Quick Revision Part 1 by CA Harish Krishnan,3028,932,67591
17724,CBSE BOARD CLASS X 2018 PAPER SOLVED – Foundation of Information Technology  | CBSE X BOARD PAPER,353,223,17555
17725,Study at the Academy of Information Technology,229,15,3541
17726,My Journey - Information Technology,186,1,141
17727,Healthcare Information Technology Careers,239,73,28136
17728,IT industry Future and Reality of IT sector in India By Sandeep Maheshwari | career guidance,421,966,46577
17729,English Conversation lesson 2 Talking about information technology,410,117,17838
17730,Info Session for master's programme in Information Technology Law,3278,4,166
17731,I.T. Degree vs. I.T. Certifications - Which is better? Information Technology Questions,155,284,21838
17732,My Honest Review: At Rasmussen College ( Information Technology Management),787,9,42
17733,UH Information Technology Center awarded LEED Gold,115,2,880
17734,What is Information technology??  in Hindi explain..By iTech Gyan,154,631,59545
17735,adidas Careers  |  INFORMATION TECHNOLOGY,110,49,10387
17736,Forest Information Technology an der Hochschule Eberswalde,88,2,351
17737,"Andrew Tsai, Business Analytics and Information Technology & Finance, Rutgers Business School",80,11,749
17738,Information Technology (তথ্য প্রযুক্তি),269,40,3589
17739,Business Information Technology:  DSS and OSM Majors,315,11,3275
17740,Centria University of Applied Sciences - Information technology,202,9,1554
17741,Information Technology // Centria University of Applied Sciences,73,6,754
17742,FUE Faculty of Computers & Information Technology Video.,280,22,2098
17743,Librarianship Studies and Information Technology,174,14,1674
17744,Information Technology at Western Kentucky University,720,5,1404
17745,The Role of Information Technology in Modern Organizations,3054,18,7218
17746,Information Technology previous year questions PSC University assistant exam,939,30,708
17747,What IT Basics Should You Learn in 2018? Basic Information Technology Skills,458,404,9839
17748,Top 5 Troubleshooting Steps in I.T. - Information Technology,286,157,2813
17749,School of Information Technology Overview,202,8,12839
17750,School of Information Technology Overview,202,8,12839
17751,CS101: How To Learn Information Technology (Lecture 2),1208,20,1208
17752,Master of Science in Information Technology - Privacy Engineering: Introduction,173,14,2468
17753,Computer Science and Information Technology - Middlesex University London,146,19,10664
17754,Office of Information Technology fact video -- CU Denver | Anschutz,271,6,4241
17755,Opportunities and Challenges in Healthcare Information Technology,11316,7,1353
17756,Information Technology (IT) Jobs,1120,131,42646
17757,QUT Master of Information Technology,77,8,1594
17758,What is I.T.? Information Technology,71,1053,270733
17759,IT - Information Technology Bumper,37,10,6466
17760,Career in IT - Information Technology,225,1206,76035
17761,Role of Information Technology in Education.flv,211,148,25298
17762,IT Professionals Job Market Outlook | Information Technology Career Demand,817,333,16304
17763,Israeli Innovation in Information Technology,62,182,9118
17764,Computing and information technology,66,4,1732
17765,INFORMATION TECHNOLOGY Industry में हुआ  job का बुरा हाल In Delhi NCR,436,58,1746
17766,NTA UGC NET Paper 1- Information Technology & Computers (Crash Course),928,2345,73134
17767,Information Technology Funny MEMES,129,4,374
17768,Bachelor of Information Technology at Open Polytechnic,67,3,1347
17769,Info session for MA Information Technology Law programme,2717,11,770
17770,🔻Top 5 Healthcare IT Certifications - Health Information Technology 🔺,1157,28,5247
17771,"Best Course As per Future in Hindi || Information Technology, B.Tech,M.Tech,PHD in IT",395,2237,148903
17772,The Global Information Technology Report 2015,190,80,22716
17773,"Difference Between Computer Engineering, Computer Science and Information Technology",297,1578,177368
17774,How to Make the Most Money in 2019 Working in Information Technology,230,92,2588
17775,Information Technology Minister Khalid Maqbool Siddiqui Addresses In Islamabad,189,4,103
17776,"ICS Computer part 1, Ch 1 - Information Technology Overview - 11th Class Computer",731,59,5745
17777,Kerala PSC | University Assistant | Degree Level | Information Technology | Jishnu,2126,611,20778
17778,Information Technology Insurance: A 60-Second Guide - Hiscox,68,1,1542
17779,Career Path in  IT (Information Technology),1112,495,83729
17780,about Bsc IT course full details | Hindi | information technology  kya hai | salary | scope |Job|,272,517,30335
17781,Information Technology at Pella,229,7,233
17782,I.T. Interview Questions - Information Technology Job Help,568,332,17310
17783,Information Technology at Fanshawe College,267,19,3376
17784,Health Information Technology,112,11,6879
17785,"Agent of Change - Sharon Oviatt, Monash Information Technology",61,5,9641
17786,China Water Cooler NO Required Any Air Conditionar Best Water cooler information,298,2064,166054
17787,Top 5 Information Technology Jobs in Future | Best jobs in computer | Future jobs,370,102,1826
17788,St Aloysius Institute of Management and information technology AIMIT Documentary,896,73,7966
17789,Information Technology at NUI Galway,138,10,6003
17790,5 Reasons You Shouldn't Become a Network Engineer | CCNA | Information Technology,1002,1317,62613
17791,"Health Information Technology, A.A.S.",365,33,13258
17792,IT Project Management - Information Technology,380,348,75623
17793,Career Guide : Health Information Technology Careers,137,34,12280
17794,Information Technology Class 10 Code-402 Important Question Answer with Marking Scheme & Blueprint |,784,1048,57072
17795,Bachelor of Information Technology,502,30,6750
17796,"E government, E governance, Information Technology (Paper 1)",832,355,38067
17797,U.S. Navy Information Technology,302,228,58026
17798,Information Technology,33,1,40
17799,Information Technology at MCC,226,3,161
17800,BTEC Tech Awards in Digital Information Technology: Component 1,112,3,635
17801,PSC - SECRETARIAT ASSISTANT  INFORMATION TECHNOLOGY AND CYBER LAW ....,944,297,26785
17802,Do's and Don'ts of Working in IT - Information Technology,539,111,6583
17803,MBA in Information Technology in Hindi | MBA IT | MBA IT Management | Salary of MBA IT in INDIA,391,1801,63378
17804,Information Technology Strategic Planning,167,26,6381
17805,Information Technology Program,169,0,191
17806,Bachelor's in Information Technology,65,2,21114
17807,"INFORMATION TECHNOLOGY ACT, 2000",2485,236,41831
17808,Information Technology Careers at Benjamin Moore,115,3,673
17809,My First Information Technology (I.T) Job Interview,675,16,815
17810,The Impact of Information Technology,1230,18,6544
17811,Q&A -- Do I need Computer Certifications? (Information Technology questions),277,64,2800
17812,Should You Get a BSc in Information Technology Over BSc Computer Science ?,137,43,8223
17813,Information Technology,31,0,66
17814,"University of Queensland, Faculty of Engineering, Architecture, and Information Technology",344,31,6837
17815,Selling Information Technology,1079,88,7293
17816,Information Technology Part 1 सूचना प्रौद्योगिकी भाग 1 12M2101 IN HINDI ✅,2060,383,36491
17817,9626 AS Information Technology March 2017 Spreadsheets,3075,55,5368
17818,Welcome to the Information Technology Primer,827,7,798
17819,Bachelor of Engineering - Information Technology,119,6,1968
17820,Intro to Information Theory | Digital Communication | Information Technology,609,2022,33026
17821,What is Information Technology (IT) ? Urdu / Hindi,163,172,11731
17822,"IT, Information Technology and the Future of Work",1731,4,1292
17823,What I.T. Jobs Can You Get With an Associates Degree - Information Technology Associates Degree,160,262,25536
17824,"THE INFORMATION TECHNOLOGY ACT, 2000",1620,290,39498
17825,|| आप सरकार की नजर में है | Section 69 of Information Technology Act 2000 ||,889,77,2359
17826,Information Technology is helping police predict where and when criminal activity is likely to occur,386,5,2945
17827,Agent of Change - Ariesta Lestari - Monash Information Technology,64,3,245
17828,Information Technology’s Impact on the Organization,212,23,5456
17829,BSc (Hons) Information Technology at the University of West London,83,8,1267
17830,Information Technology Strategic Leadership,148,2,365
17831,Impact of Information Technology in Library and Information,1395,10,8791
17832,Health Information Technology: Improving the Nation's Health Care,72,18,36309
17833,Information Technology: Presentation,280,106,16789
17834,KERALA PSC| INFORMATION TECHNOLOGY| MOST REPEATED QUESTIONS|MALAYALAM|IT|EXAM SPECIAL...,1092,1581,110004
17835,Dave Filoni Speaks at the National Center for Women & Information Technology,1462,1295,37189
17836,Studying Bachelor of Business Information Technology in Strathmore,116,78,13414
17837,"Information Technology Services, Who is Miles Technologies? (2018)",203,12,3337
17838,Information Technology Management (Information Security Concentration),124,3,582
17839,Welcome To Future,389,4403,402055
17840,Info Session for MA programme in Information Technology Law,3412,5,481
17841,Recent advances in Information Technology,3258,33,5030
17842,We're Drowning In Information - Technology Vs Humanity by Jay Shetty,169,2479,64758
17843,Cyber Offences under the Information Technology Act,2000,197,14693
17844,Introduction to Information Technology for Records Managers Webinar,3665,0,121
17845,A Day in the Life - Information Technology Services,128,22,10646
17846,Dr. Robyn Tamblyn - Nurses' Roles in Health Information Technology: A Canadian Perspective,3282,6,879
17847,Information technology (Order and Disorder) Energy BBC w/ Jim Al-Khalili HD,3547,782,65229
17848,John Marshall School of Information Technology,185,19,1706
17849,Information Technology: Lecture 1 Part 2-2 (6/5/2014),6705,2,771
17850,"The Future of Healthcare Information Technology: Ep 12, HealthcareTalks",113,1,2174
17851,Breaking Stereotypes of Women in Information Technology | #SitWithMe,176,3,427
17852,Fundamentals of Information Technology - DESC 200,97,10,13192
17853,Information Technology Careers that Make a Difference,375,13,4169
17854,Mount Saint Mary College Math and Information Technology,407,1,197
17855,Information Technology at UNT Dallas,192,15,1030
17856,Kaiser Permanente - a Best Place to Work for Information Technology,364,14,8676
17857,Advantages of Information Technology,305,16,2863
17858,The History of Information Technology,512,215,82958
17859,EXAM PATTERN CLASS X FIT 2018 | FIT Syllabus | Foundation of Information Technology,640,427,28701
17860,What does an Information Technology major do in school?,35,12,10829
17861,What Kind of I.T. Job Can You Get With a Degree? Information Technology Jobs with Degrees,303,149,7039
17862,Neuro Information Technology: Can We Take Control of Our Brain Circuit | Jin Hyung Lee | TEDxKFAS,1087,79,7135
17863,Mildred Elley Information Technology Commercial,31,0,332
17864,How Information Technology Consulting Works - Kuebiko Global,480,7,1108
17865,From AI to game design: study information technology at Macquarie,95,8,4678
17866,100 Thesis Title and Idea for Information Technology Capstone Project,515,211,26104
17867,Diploma in Business Information Technology,21,0,1409
17868,Degrees in Information Technology and Supply Chain Management at UW Whitewater,191,5,3346
17869,Information Technology at Harvard,239,52,4294
17870,Information Technology (IT) Management,681,99,29268
17871,Public lecture by Mikko Hyppönen at Estonian Information Technology College,5826,240,16175
17872,Day in Life of Business Information Technology student,224,12,7174
17873,Jaypee University of Information Technology | Official Video | Stage Players,416,453,42902
17874,Year Up Boston Career Tracks: Information Technology & Financial Operations,250,15,2188
17875,Information Technology,33,3,3964
17876,Information Technology Program | Student Nathan Chow | Liberal Arts & Professional Studies | York U,137,9,1633
17877,Information Technology Program | Student Nathan Chow | Liberal Arts & Professional Studies | York U,137,9,1633
17878,The Computer Science and Information Technology Degree Program at Pellissippi State,344,26,5917
17879,Chapter 1 Information Technology Revision,6925,251,21641
17880,Using lean concepts with information technology to improve patient care,116,0,1049
17881,Health Information Technology,118,6,1369
17882,Information Technology - University of South Australia,156,31,5682
17883,Information Technology,70,10,2050
17884,Information Technology Essentials Class Overview,124,15,2519
17885,The Economic Impact of Information Technology ~ HD,1204,20,5723
17886,An overview of life in Information Technology & Security at Vanguard,184,10,1140
17887,Health Information Technology - Is It the Right Career For You?,115,64,10486
17888,Information technology Meaning,35,26,12430
17889,Information Technology: Input Devices,213,440,128377
